id,title,genre
572154,Rascal Does Not Dream of a Dreaming Girl,"Animation,Comedy,Romance,Drama,Fantasy"
299534,Avengers: Endgame,"Adventure,Science Fiction,Action"
29259,Le Trou,"Crime,Drama,Thriller,History"
637920,Miracle in Cell No. 7,"Drama,Comedy"
265177,Mommy,Drama
670,Oldboy,"Drama,Thriller,Mystery,Action"
537061,Steven Universe: The Movie,"Animation,Family,Fantasy,TV Movie,Science Fiction,Adventure,Music"
522924,The Art of Racing in the Rain,"Comedy,Drama,Romance"
791373,Zack Snyder's Justice League,"Action,Adventure,Fantasy,Science Fiction"
508965,Klaus,"Animation,Family,Adventure,Comedy,Fantasy"
290098,The Handmaiden,"Thriller,Drama,Romance"
299536,Avengers: Infinity War,"Adventure,Action,Science Fiction"
77338,The Intouchables,"Drama,Comedy"
532067,KonoSuba: God's Blessing on this Wonderful World! Legend of Crimson,"Animation,Adventure,Comedy,Fantasy"
545611,Everything Everywhere All at Once,"Action,Adventure,Science Fiction"
8587,The Lion King,"Family,Animation,Drama"
1585,It's a Wonderful Life,"Drama,Family,Fantasy"
797,Persona,Drama
526702,Black Beauty,Drama
5156,Bicycle Thieves,Drama
110420,Wolf Children,"Animation,Drama,Family,Fantasy"
476292,Maquia: When the Promised Flower Blooms,"Animation,Fantasy,Romance,Drama"
24188,Il Sorpasso,"Drama,Comedy"
490132,Green Book,"Drama,Comedy"
610892,Violet Evergarden: Eternity and the Auto Memory Doll,"Drama,Fantasy,Animation"
504253,I Want to Eat Your Pancreas,"Animation,Drama,Romance,Family"
20532,Sansho the Bailiff,Drama
37257,Witness for the Prosecution,"Drama,Mystery,Crime"
755812,"Miraculous World: New York, United HeroeZ","Animation,Family,Adventure,TV Movie,Fantasy,Action"
664767,Mortal Kombat Legends: Scorpion's Revenge,"Animation,Action,Fantasy"
663558,New Gods: Nezha Reborn,"Animation,Action,Fantasy"
1398,Stalker,"Science Fiction,Drama"
422,8½,"Fantasy,Drama"
10098,The Kid,"Comedy,Drama"
284,The Apartment,"Comedy,Drama,Romance"
823754,Bo Burnham: Inside,Comedy
354912,Coco,"Family,Animation,Fantasy,Music,Comedy,Adventure"
694,The Shining,"Horror,Thriller"
313106,Doctor Who: The Day of the Doctor,"Science Fiction,Adventure"
185,A Clockwork Orange,"Science Fiction,Drama"
490,The Seventh Seal,"Fantasy,Drama"
26451,Investigation of a Citizen Above Suspicion,"Drama,Thriller"
426,Vertigo,"Mystery,Romance,Thriller"
470044,The Hate U Give,"Crime,Drama"
2457,Children of Paradise,"Drama,Romance"
531428,Portrait of a Lady on Fire,"Drama,Romance,History"
16869,Inglourious Basterds,"Drama,Action,Thriller,War"
518068,Along with the Gods: The Last 49 Days,"Drama,Fantasy,Action"
398818,Call Me by Your Name,"Romance,Drama"
11,Star Wars,"Adventure,Action,Science Fiction"
629,The Usual Suspects,"Drama,Crime,Thriller"
98,Gladiator,"Action,Drama,Adventure"
399106,Piper,"Family,Animation"
1124,The Prestige,"Drama,Mystery,Science Fiction"
857,Saving Private Ryan,"Drama,History,War"
77,Memento,"Mystery,Thriller"
11324,Shutter Island,"Drama,Thriller,Mystery"
603,The Matrix,"Action,Science Fiction"
620683,My Mom is a Character 3,Comedy
517814,Capernaum,Drama
50014,The Help,Drama
324786,Hacksaw Ridge,"Drama,History,War"
508442,Soul,"Animation,Family,Comedy,Fantasy,Drama"
103,Taxi Driver,"Crime,Drama"
406997,Wonder,"Drama,Family"
872,Singin' in the Rain,"Comedy,Music,Romance,Drama"
19,Metropolis,"Drama,Science Fiction"
11878,Yojimbo,"Drama,Thriller"
475557,Joker,"Crime,Thriller,Drama"
705,All About Eve,Drama
133919,Scenes from a Marriage,"Drama,Romance"
289,Casablanca,"Drama,Romance"
439,La Dolce Vita,"Comedy,Drama"
400608,Bo Burnham: Make Happy,"Comedy,Music"
895,Andrei Rublev,"Drama,History"
600354,The Father,Drama
111,Scarface,"Action,Crime,Drama"
20914,My Friends,Comedy
1422,The Departed,"Drama,Thriller,Crime"
548,Rashomon,"Crime,Drama,Mystery"
100,"Lock, Stock and Two Smoking Barrels","Comedy,Crime"
472454,Ayla: The Daughter of War,"Drama,War"
606856,Togo,"Adventure,Family"
996,Double Indemnity,"Crime,Drama,Mystery,Thriller"
666,Central Station,Drama
992,Sherlock Jr.,"Action,Comedy,Mystery"
640344,Me Against You: Mr. S's Vendetta,"Comedy,Family"
654299,Out of the Clear Blue Sky,"Comedy,Drama,Music"
615457,Nobody,"Action,Crime,Thriller"
500,Reservoir Dogs,"Crime,Thriller"
68718,Django Unchained,"Drama,Western"
831827,Far From the Tree,"Animation,Family"
55823,The Great War,"Drama,Comedy,War"
337404,Cruella,"Comedy,Crime"
600,Full Metal Jacket,"Drama,War"
489,Good Will Hunting,Drama
239,Some Like It Hot,"Comedy,Music,Romance,Crime"
935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"Drama,Comedy,War"
614,Wild Strawberries,Drama
348,Alien,"Horror,Science Fiction"
785534,Paper Lives,Drama
411088,The Invisible Guest,"Drama,Mystery,Thriller"
655,"Paris, Texas",Drama
638507,How to Train Your Dragon: Homecoming,"Animation,Fantasy,Adventure,Action,Family"
9764,Dersu Uzala,"Action,Adventure,Drama"
5801,Pather Panchali,Drama
149871,The Tale of The Princess Kaguya,"Animation,Drama,Fantasy"
17663,Anne of Green Gables,"Family,Drama"
12445,Harry Potter and the Deathly Hallows: Part 2,"Fantasy,Adventure"
92060,Michael Jackson's Thriller,"Horror,Music"
24382,Big Deal on Madonna Street,"Comedy,Crime"
37165,The Truman Show,"Comedy,Drama"
3780,Red Beard,Drama
832,M,"Drama,Action,Thriller,Crime"
550776,Believe Me: The Abduction of Lisa McVey,"Drama,TV Movie"
843,In the Mood for Love,"Drama,Romance"
46738,Incendies,"Drama,War,Mystery"
42229,A Special Day,"Drama,Romance"
38288,I corti,Comedy
7345,There Will Be Blood,Drama
529531,Hannah Gadsby: Nanette,Comedy
38,Eternal Sunshine of the Spotless Mind,"Science Fiction,Drama,Romance"
843906,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,"Animation,Comedy,Mystery,Family,Fantasy"
103663,The Hunt,Drama
359940,"Three Billboards Outside Ebbing, Missouri","Crime,Drama"
334543,Lion,Drama
652722,In the Arms of an Assassin,"Romance,Thriller"
14696,Ugetsu,"Fantasy,Drama,Mystery"
574074,Kitbull,"Animation,Family,Drama"
11659,The Best of Youth,"Drama,History,Romance"
55960,"Toto, Peppino, and the Hussy","Comedy,Romance"
780,The Passion of Joan of Arc,"Drama,History"
147,The 400 Blows,Drama
347688,Scooby-Doo! and Kiss: Rock and Roll Mystery,"Family,Animation,Comedy"
406,La Haine,Drama
449176,"Love, Simon","Comedy,Drama,Romance"
387,Das Boot,"Drama,History,War"
4348,Pride & Prejudice,"Drama,Romance"
1955,The Elephant Man,"Drama,History"
1396,Mirror,"Drama,History"
437068,A Taxi Driver,"Action,Drama,History"
81481,Silenced,Drama
11645,Ran,"Action,Drama,History"
62,2001: A Space Odyssey,"Science Fiction,Mystery,Adventure"
515001,Jojo Rabbit,"Comedy,War,Drama"
9702,Bound by Honor,"Crime,Action,Drama,Thriller"
280,Terminator 2: Judgment Day,"Action,Thriller,Science Fiction"
282848,Doctor Who: The Time of the Doctor,"Drama,Science Fiction,TV Movie"
8422,Rocco and His Brothers,"Crime,Drama"
8392,My Neighbor Totoro,"Fantasy,Animation,Family"
19542,The Red Shoes,"Drama,Romance"
20530,Late Spring,Drama
19426,Nights of Cabiria,Drama
11423,Memories of Murder,"Crime,Drama,Thriller"
482321,Ron's Gone Wrong,"Animation,Science Fiction,Family,Comedy"
28422,Love Exposure,"Action,Comedy,Drama,Romance"
522518,A Dog's Journey,"Family,Adventure,Drama"
339877,Loving Vincent,"Animation,Drama,Mystery,History"
10681,WALL·E,"Animation,Family,Science Fiction"
381284,Hidden Figures,"Drama,History"
146233,Prisoners,"Drama,Thriller,Crime"
7347,Elite Squad,"Drama,Action,Crime"
115929,Cool Kids Don't Cry,"Family,Romance,Drama"
26022,My Name Is Khan,"Drama,Romance"
821,Judgment at Nuremberg,"Drama,History,War"
538362,On My Skin,Drama
568160,Weathering with You,"Animation,Drama,Fantasy,Romance"
522402,Finch,"Science Fiction,Drama,Adventure"
264644,Room,"Drama,Thriller"
120467,The Grand Budapest Hotel,"Comedy,Drama"
58007,Poverty and Nobility,Comedy
438695,Sing 2,"Animation,Comedy,Family,Music"
400928,Gifted,"Drama,Comedy"
634649,Spider-Man: No Way Home,"Action,Adventure,Science Fiction"
455661,In a Heartbeat,"Family,Animation,Romance,Comedy"
397567,Along with the Gods: The Two Worlds,"Drama,Fantasy,Action"
582,The Lives of Others,"Drama,Thriller"
632322,All My Life,"Romance,Drama"
9277,The Sting,"Comedy,Crime,Drama"
595,To Kill a Mockingbird,"Crime,Drama"
204,The Wages of Fear,"Drama,Thriller,Adventure"
550205,Wish Dragon,"Animation,Family,Comedy,Fantasy"
20941,Innocent Voices,"Drama,War"
28978,The Circus,"Comedy,Romance"
11104,Chungking Express,"Drama,Comedy,Romance"
961,The General,"Action,Adventure,Comedy,Drama,War"
310569,The Second Mother,Drama
21634,Prayers for Bobby,"Drama,History,TV Movie"
938,For a Few Dollars More,Western
110416,Song of the Sea,"Family,Animation,Fantasy"
378108,In This Corner of the World,"Drama,Animation,Romance,War,History"
800,The Young and the Damned,"Crime,Drama"
3090,The Treasure of the Sierra Madre,"Adventure,Drama,Western"
521,Dial M for Murder,"Crime,Thriller"
458220,Palmer,Drama
429210,Bingo: The King of the Mornings,"Comedy,Drama"
1059,The Hidden Fortress,"Adventure,Drama,Action,Comedy"
776503,CODA,"Drama,Music,Romance"
610461,"Veinteañera, Divorciada y Fantástica",Comedy
20803,Ivan Vasilyevich Changes His Profession,"Comedy,Science Fiction"
962,The Gold Rush,"Adventure,Comedy,Drama"
641,Requiem for a Dream,"Crime,Drama"
307,"Rome, Open City","Drama,History"
14,American Beauty,Drama
38360,The Cranes Are Flying,"Drama,Romance,War"
106646,The Wolf of Wall Street,"Crime,Drama,Comedy"
15,Citizen Kane,"Mystery,Drama"
678580,El mesero,Comedy
158445,Miracle in Cell No. 7,"Drama,Comedy"
11778,The Deer Hunter,"Drama,War"
15244,A Man Escaped,"Thriller,Drama,War,History"
2517,Nobody Knows,Drama
279,Amadeus,"History,Music,Drama"
315465,The Boy and the Beast,"Animation,Fantasy,Action,Adventure,Drama"
554596,No Manches Frida 2,Comedy
426618,Where Hands Touch,"War,Drama,Romance"
12761,Autumn Sonata,Drama
673,Harry Potter and the Prisoner of Azkaban,"Adventure,Fantasy"
1091,The Thing,"Horror,Mystery,Science Fiction"
424694,Bohemian Rhapsody,"Music,Drama,History"
654,On the Waterfront,"Crime,Drama"
205596,The Imitation Game,"History,Drama,Thriller,War"
7508,Like Stars on Earth,Drama
524,Casino,"Crime,Drama"
776305,Belle,"Animation,Drama,Science Fiction,Music"
501929,The Mitchells vs. the Machines,"Animation,Adventure,Comedy"
28178,Hachi: A Dog's Tale,"Drama,Family"
12104,Pink Floyd: The Wall,"Music,Drama"
237791,The Way He Looks,"Drama,Romance"
25376,The Secret in Their Eyes,"Crime,Drama,Mystery"
11658,Tae Guk Gi: The Brotherhood of War,"Action,Adventure,Drama,History,War"
488623,Forgotten,"Thriller,Mystery,Drama,Horror,Crime"
770,Gone with the Wind,"Drama,War,Romance"
667520,A Whisker Away,"Animation,Drama,Romance,Fantasy"
140420,Paperman,"Animation,Family,Romance"
13223,Gran Torino,Drama
3175,Barry Lyndon,"Drama,Romance,War"
41050,La Notte,"Drama,Romance"
359724,Ford v Ferrari,"Drama,Action,History"
11712,Sanjuro,"Drama,Action,Comedy"
242828,When Marnie Was There,"Animation,Drama"
213,North by Northwest,"Mystery,Thriller"
360814,Dangal,"Drama,Action"
94047,My Way,"Drama,Action,History,War"
560066,Scooby-Doo! and the Curse of the 13th Ghost,"Comedy,Family,Animation,Adventure,Mystery"
1580,Rope,"Crime,Drama,Thriller"
1578,Raging Bull,"Drama,History"
1092,The Third Man,"Thriller,Mystery"
20875,Operation Y and Other Shurik's Adventures,Comedy
29264,The Exterminating Angel,"Comedy,Drama,Fantasy"
20334,The Shop Around the Corner,"Comedy,Drama,Romance"
18438,Castaway on the Moon,"Drama,Comedy,Romance"
28971,Limelight,"Drama,Music,Romance"
527774,Raya and the Last Dragon,"Animation,Family,Fantasy,Action,Adventure"
406785,Inner Workings,"Animation,Family,Comedy"
10238,Cries and Whispers,Drama
458302,"Remi, Nobody's Boy","Adventure,Family,Drama"
142061,"Batman: The Dark Knight Returns, Part 2","Science Fiction,Action,Animation,Mystery"
523781,Words on Bathroom Walls,"Drama,Romance"
15383,Army of Shadows,"War,Drama,Thriller"
573164,An Egg Rescue,"Animation,Comedy"
455714,Bad Genius,"Comedy,Drama,Crime,Thriller"
20453,3 Idiots,"Drama,Comedy"
627,Trainspotting,"Drama,Crime"
530915,1917,"War,Drama,Action,Thriller,History"
947,Lawrence of Arabia,"War,History,Adventure,Drama"
489412,It's Such a Beautiful Day,"Drama,Animation,Comedy"
10515,Castle in the Sky,"Adventure,Fantasy,Animation,Action,Family,Romance"
45752,Scooby-Doo! Camp Scare,"Animation,Comedy,Family,Mystery"
20271,Divorce Italian Style,Comedy
405,La Strada,Drama
24,Kill Bill: Vol. 1,"Action,Crime"
38286,Three Men and a Leg,Comedy
775,A Trip to the Moon,"Adventure,Science Fiction"
110,Three Colors: Red,"Drama,Mystery,Romance"
801335,Girl in the Basement,"Crime,Thriller"
10242,What Ever Happened to Baby Jane?,"Drama,Horror,Thriller"
10404,Raise the Red Lantern,Drama
862,Toy Story,"Animation,Adventure,Family,Comedy"
17295,The Battle of Algiers,"Drama,War,History"
3777,Throne of Blood,"Drama,History"
70,Million Dollar Baby,Drama
920394,My Father's Violin,"Drama,Music"
414419,Kill Bill: The Whole Bloody Affair,"Action,Crime,Thriller"
505262,My Hero Academia: Two Heroes,"Animation,Action,Adventure,Fantasy"
31411,The Cameraman,"Comedy,Romance,Drama,Family"
76,Before Sunrise,"Drama,Romance"
21334,Children of Heaven,"Drama,Family"
49964,Where Is My Friend's House?,"Drama,Family"
588228,The Tomorrow War,"Action,Science Fiction,Adventure"
234,The Cabinet of Dr. Caligari,"Drama,Horror,Thriller,Crime"
149,Akira,"Animation,Science Fiction,Action"
7857,Amarcord,"Comedy,Drama"
640,Catch Me If You Can,"Drama,Crime"
76203,12 Years a Slave,"Drama,History"
20722,La Maison en Petits Cubes,Animation
11010,The Postman,"Comedy,Drama,Romance"
5925,The Great Escape,"Adventure,Drama,History,Thriller,War"
594634,Close to the Horizon,"Drama,Romance"
779047,Us Again,"Animation,Romance,Drama"
43949,Flipped,"Romance,Drama"
548544,Invisible Life,Drama
152532,Dallas Buyers Club,"Drama,History"
756999,The Black Phone,"Horror,Thriller"
491480,The Boy Who Harnessed the Wind,"Drama,History,Family"
745,The Sixth Sense,"Mystery,Thriller,Drama"
522212,Just Mercy,"Drama,Crime,History"
160885,Tel chi el telùn,Comedy
14160,Up,"Animation,Comedy,Family,Adventure"
556901,Teen Titans Go! vs. Teen Titans,"Action,Animation"
552532,Charm City Kings,Drama
316029,The Greatest Showman,Drama
9323,Ghost in the Shell,"Action,Animation,Science Fiction"
3083,Mr. Smith Goes to Washington,"Comedy,Drama"
223,Rebecca,"Mystery,Drama,Thriller,Romance"
32085,Vincent,"Animation,Fantasy"
33,Unforgiven,Western
435129,The Breadwinner,"Animation,War,Drama"
8290,La Grande Vadrouille,"Comedy,War"
3034,Young Frankenstein,Comedy
508943,Luca,"Animation,Comedy,Family,Fantasy"
334533,Captain Fantastic,"Adventure,Drama"
1646,Freedom Writers,"Crime,Drama"
150540,Inside Out,"Animation,Family,Adventure,Drama,Comedy"
48035,Ordet,Drama
25364,Ace in the Hole,Drama
24167,Two Women,"Drama,War"
2011,Persepolis,"Animation,Drama"
197,Braveheart,"Action,Drama,History,War"
78,Blade Runner,"Science Fiction,Drama,Thriller"
613868,Cousins,"Comedy,Romance,Drama"
10674,Mulan,"Animation,Family,Adventure"
6977,No Country for Old Men,"Crime,Drama,Thriller"
662,La Jetée,"Romance,Science Fiction"
597316,My Little Pony: A New Generation,"Animation,Family,Fantasy,Comedy,Music,Adventure"
829,Chinatown,"Crime,Drama,Mystery,Thriller"
329,Jurassic Park,"Adventure,Science Fiction"
60243,A Separation,Drama
81,Nausicaä of the Valley of the Wind,"Adventure,Animation,Fantasy"
85,Raiders of the Lost Ark,"Adventure,Action"
31439,To Live,"Drama,Romance,War"
10728,Faust,"Drama,Fantasy,Horror"
37797,Whisper of the Heart,"Animation,Drama,Family"
615453,Ne Zha,"Animation,Fantasy,Adventure"
331482,Little Women,"Drama,Romance"
10386,The Iron Giant,"Family,Animation,Adventure,Science Fiction,Comedy"
7984,In the Name of the Father,Drama
671,Harry Potter and the Philosopher's Stone,"Adventure,Fantasy"
183011,Justice League: The Flashpoint Paradox,"Science Fiction,Animation,Action,Adventure"
47796,Mamma Roma,Drama
2721,Z,"Drama,History,Thriller"
679,Aliens,"Action,Thriller,Science Fiction"
631,Sunrise: A Song of Two Humans,"Drama,Romance"
45523,Louis C.K.: Hilarious,Comedy
3870,1900,"Drama,History"
3112,The Night of the Hunter,"Crime,Drama,Thriller"
122906,About Time,"Drama,Romance,Fantasy"
198,To Be or Not to Be,"Comedy,War"
118340,Guardians of the Galaxy,"Action,Science Fiction,Adventure"
29455,Winter Light,Drama
1892,Return of the Jedi,"Adventure,Action,Science Fiction"
194,Amélie,"Comedy,Romance"
564427,Minha Vida em Marte,"Comedy,Romance"
369557,Sing Street,"Comedy,Romance,Drama,Music"
1402,The Pursuit of Happyness,Drama
946,Letter from an Unknown Woman,"Drama,Romance"
804,Roman Holiday,"Romance,Comedy,Drama"
746957,You've Got This,"Romance,Comedy"
56231,The Working Class Goes to Heaven,Drama
31442,Ivan's Childhood,"Drama,War"
579245,The Specials,"Comedy,Drama"
25538,Yi Yi,"Drama,Romance"
3078,It Happened One Night,"Comedy,Romance"
16,Dancer in the Dark,"Drama,Crime"
83564,La luna,"Animation,Family"
949,Heat,"Action,Crime,Drama,Thriller"
752,V for Vendetta,"Action,Thriller,Fantasy"
301,Rio Bravo,Western
379170,Sherlock: The Abominable Bride,"Crime,Drama,Mystery,TV Movie"
16390,Scooby-Doo! and the Samurai Sword,"Family,Mystery,Animation,Comedy,Action,Fantasy"
13398,Tokyo Godfathers,"Animation,Drama,Comedy"
367412,Whiplash,"Drama,Music"
348892,Bajrangi Bhaijaan,"Action,Comedy,Drama"
296096,Me Before You,"Drama,Romance"
404378,A Street Cat Named Bob,"Family,Drama"
1394,Nostalgia,"Drama,Romance"
6715,The Cure,"Drama,Family"
10997,Farewell My Concubine,Drama
726684,Miraculous World: Shanghai – The Legend of Ladydragon,"Animation,Family,Adventure,Fantasy,Action,TV Movie"
210577,Gone Girl,"Mystery,Thriller,Drama"
843241,The Seven Deadly Sins: Cursed by Light,"Animation,Fantasy"
391,A Fistful of Dollars,Western
30588,Monsieur Verdoux,"Comedy,Crime"
1675,Day for Night,"Comedy,Drama"
11293,Paper Moon,"Comedy,Crime,Drama"
827,Diabolique,"Drama,Horror,Thriller"
86000,Always,"Romance,Drama,Adventure"
430424,See You Up There,"Drama,Crime,War"
313369,La La Land,"Comedy,Drama,Romance,Music"
11830,Tampopo,Comedy
303867,World of Tomorrow,"Animation,Drama,Science Fiction"
20873,The Diamond Arm,"Adventure,Comedy,Crime"
381341,Perfect Strangers,"Comedy,Drama"
16804,Departures,Drama
275,Fargo,"Crime,Drama,Thriller"
11036,The Notebook,"Romance,Drama"
593,Solaris,"Drama,Science Fiction,Mystery"
393,Kill Bill: Vol. 2,"Action,Crime,Thriller"
266856,The Theory of Everything,"Drama,Romance"
833,Umberto D.,Drama
505192,Shoplifters,Drama
597,Titanic,"Drama,Romance"
22596,Safety Last!,"Comedy,Romance,Action"
2440,Joint Security Area,"War,Drama,Thriller,Action"
5511,Le Samouraï,"Crime,Thriller"
22843,Evangelion: 2.0 You Can (Not) Advance,"Animation,Science Fiction,Action,Drama"
934,Rififi,"Drama,Action,Crime"
438631,Dune,"Science Fiction,Adventure"
10774,Network,Drama
1162,The Miracle Worker,Drama
235,Stand by Me,"Crime,Drama"
398924,A Bag of Marbles,"War,Drama"
93,Anatomy of a Murder,"Crime,Drama,Mystery,Thriller"
23160,Werckmeister Harmonies,Drama
399174,Isle of Dogs,"Adventure,Comedy,Animation"
152601,Her,"Romance,Science Fiction,Drama"
33320,Millennium Actress,"Animation,Drama,Romance"
602063,Rurouni Kenshin: The Final,"Action,Adventure,Drama"
293299,Feast,"Animation,Comedy,Drama,Family"
705861,Hustle,"Drama,Comedy"
579792,Cindy La Regia,"Comedy,Romance"
445030,No Game No Life: Zero,"Animation,Action,Drama"
5544,Hiroshima Mon Amour,"Drama,History,Romance"
546554,Knives Out,"Comedy,Crime,Mystery"
352173,Drishyam,"Crime,Drama,Thriller,Mystery"
5924,Papillon,"Crime,Drama"
677638,We Bare Bears: The Movie,"Animation,Adventure,Family,Comedy,TV Movie"
614917,King Richard,"Drama,History"
11602,Through a Glass Darkly,Drama
185789,Mulholland Dr.,"Thriller,TV Movie,Drama,Mystery"
11953,Kagemusha,"Action,Drama,History,War"
180147,We Are the Nobles,Comedy
581,Dances with Wolves,"Adventure,Drama,Western"
113833,The Normal Heart,Drama
24238,Mary and Max,"Animation,Comedy,Drama"
14574,The Boy in the Striped Pyjamas,"War,Drama,History"
453,A Beautiful Mind,"Drama,Romance"
71157,Polisse,"Drama,Thriller"
980,The Ox-Bow Incident,Western
47931,Elite Squad: The Enemy Within,"Drama,Action,Crime"
31011,Mr. Nobody,"Science Fiction,Drama,Romance,Fantasy"
665,Ben-Hur,"Action,Drama,History"
596,The Grapes of Wrath,Drama
899405,Anonymously Yours,"Drama,Romance"
265195,Wild Tales,"Drama,Thriller,Comedy"
1626,Vivre Sa Vie,Drama
777,Grand Illusion,"Drama,History,War"
144,Wings of Desire,"Drama,Fantasy,Romance"
115,The Big Lebowski,"Comedy,Crime"
32480,The Marquis of Grillo,Comedy
24480,Partly Cloudy,"Animation,Family,Comedy"
11049,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,"Animation,Science Fiction,Music,Adventure"
59440,Warrior,"Drama,Action"
359156,Don't Be Bad,"Crime,Drama"
152742,The Best Offer,"Drama,Romance,Crime"
58129,The Phantom Carriage,"Drama,Fantasy,Horror"
16859,Kiki's Delivery Service,"Animation,Family,Fantasy,Adventure"
6075,Carlito's Way,"Crime,Thriller,Drama"
10757,Kabhi Khushi Kabhie Gham,"Comedy,Drama"
50759,An Autumn Afternoon,Drama
9479,The Nightmare Before Christmas,"Fantasy,Animation,Family"
810693,Jujutsu Kaisen 0,"Animation,Action,Fantasy"
503314,Dragon Ball Super: Broly,"Action,Science Fiction,Animation"
200727,"Love, Rosie","Comedy,Romance"
1018,Mulholland Drive,"Thriller,Drama,Mystery"
887,The Best Years of Our Lives,"Drama,Romance,War"
354857,Regular Show: The Movie,"Animation,Comedy,Science Fiction,TV Movie"
317442,The Last: Naruto the Movie,"Action,Romance,Animation"
5000,Forbidden Games,"Drama,History"
113,"Spring, Summer, Fall, Winter... and Spring",Drama
609242,The Heist of the Century,"Comedy,Thriller,Crime"
25253,Crooks in Clover,"Action,Comedy,Crime"
15859,A Moment to Remember,"Drama,Romance"
841755,Mortal Kombat Legends: Battle of the Realms,"Animation,Action,Fantasy"
21135,L'Eclisse,"Romance,Drama"
