imdb_id,title,original_language,vote_average,genre,collection,vote_count
tt0083658,Blade Runner,en,7.9,"Science Fiction,Drama,Thriller",Blade Runner ,3833.0
tt0080678,The Elephant Man,en,7.9,"Drama,History",,740.0
tt0031679,Mr. Smith Goes to Washington,en,7.9,"Comedy,Drama",,245.0
tt0169547,American Beauty,en,7.9,Drama,,3438.0
tt0084868,Vincent,en,7.9,"Animation,Fantasy",,217.0
tt3302820,Cowspiracy: The Sustainability Secret,en,7.9,Documentary,,119.0
tt1392214,Prisoners,en,7.9,"Drama,Thriller,Crime",,3183.0
tt2370248,Short Term 12,en,7.9,Drama,,460.0
tt0046912,Dial M for Murder,en,7.9,"Crime,Mystery,Thriller",,539.0
tt0133093,The Matrix,en,7.9,"Action,Science Fiction",The Matrix ,9079.0
tt2024544,12 Years a Slave,en,7.9,"Drama,History",,3787.0
tt0018455,Sunrise: A Song of Two Humans,en,7.9,"Drama,Romance",,155.0
tt2267998,Gone Girl,en,7.9,"Mystery,Thriller,Drama",,6023.0
tt0043338,Ace in the Hole,en,7.9,Drama,,128.0
tt1798709,Her,en,7.9,"Romance,Science Fiction,Drama",,4215.0
tt5929776,Before the Flood,en,7.9,"Documentary,TV Movie",,200.0
tt1425244,Partly Cloudy,en,7.9,"Animation,Family",,335.0
tt0119217,Good Will Hunting,en,7.9,Drama,,2880.0
tt2096673,Inside Out,en,7.9,"Drama,Comedy,Animation,Family",,6737.0
tt0045555,The Big Heat,en,7.9,"Crime,Drama",,111.0
tt1313104,The Cove,en,7.9,Documentary,,241.0
tt1684226,The Normal Heart,en,7.9,Drama,,320.0
tt2015381,Guardians of the Galaxy,en,7.9,"Action,Science Fiction,Adventure",Guardians of the Galaxy ,10014.0
tt3783958,La La Land,en,7.9,"Comedy,Drama,Music,Romance",,4745.0
tt0180093,Requiem for a Dream,en,7.9,"Crime,Drama",,2525.0
tt2125608,Searching for Sugar Man,en,7.9,"Documentary,Music",,286.0
tt0048424,The Night of the Hunter,en,7.9,"Thriller,Crime",,335.0
tt0338013,Eternal Sunshine of the Spotless Mind,en,7.9,"Science Fiction,Drama,Romance",,3758.0
tt0993846,The Wolf of Wall Street,en,7.9,"Crime,Drama,Comedy",,6768.0
tt0374463,The Pacific,en,7.9,"Action,Adventure,Drama,History,War",,318.0
tt0361748,Inglourious Basterds,en,7.9,"Drama,Action,Thriller,War",,6598.0
tt2616880,The Blue Umbrella,en,7.8,"Animation,Romance",,183.0
tt0033870,The Maltese Falcon,en,7.8,"Mystery,Crime,Thriller",,435.0
tt2245084,Big Hero 6,en,7.8,"Adventure,Family,Animation,Action,Comedy",,6289.0
tt4846340,Hidden Figures,en,7.8,Drama,,2178.0
tt1853728,Django Unchained,en,7.8,"Drama,Western",,10297.0
tt2119532,Hacksaw Ridge,en,7.8,"Drama,History,War",,3294.0
tt0040746,Rope,en,7.8,"Crime,Drama,Mystery,Thriller",,539.0
tt0071853,Monty Python and the Holy Grail,en,7.8,"Adventure,Comedy,Fantasy",,1742.0
tt0088847,The Breakfast Club,en,7.8,"Comedy,Drama",,2189.0
tt0053125,North by Northwest,en,7.8,"Mystery,Thriller",,1062.0
tt0118715,The Big Lebowski,en,7.8,"Comedy,Crime",,3001.0
tt4698684,Hunt for the Wilderpeople,en,7.8,"Drama,Adventure,Comedy",,453.0
tt0112641,Casino,en,7.8,"Drama,Crime",,1343.0
tt1130884,Shutter Island,en,7.8,"Drama,Thriller,Mystery",,6559.0
tt0046250,Roman Holiday,en,7.8,"Comedy,Romance",,502.0
tt0056172,Lawrence of Arabia,en,7.8,"Adventure,Drama,History,War",,870.0
tt0077416,The Deer Hunter,en,7.8,"Drama,War",,943.0
tt0978762,Mary and Max,en,7.8,"Animation,Comedy,Drama",,596.0
tt1227926,Dr. Horrible's Sing-Along Blog,en,7.8,"Adventure,Action,Comedy,Science Fiction,Music",,236.0
tt0131409,Geri's Game,en,7.8,"Animation,Family",,309.0
tt0758758,Into the Wild,en,7.8,"Adventure,Drama",,3139.0
tt1895587,Spotlight,en,7.8,"Drama,Thriller,History",,2751.0
tt1334585,BURN·E,en,7.8,"Animation,Family",,250.0
tt0084787,The Thing,en,7.8,"Horror,Mystery,Science Fiction",The Thing ,1629.0
tt2194499,About Time,en,7.8,"Comedy,Drama,Science Fiction",,2140.0
tt0120382,The Truman Show,en,7.8,"Comedy,Drama",,4702.0
tt0038787,Notorious,en,7.8,"Thriller,Drama,Romance",,345.0
tt0061184,Who's Afraid of Virginia Woolf?,en,7.8,Drama,,199.0
tt0032551,The Grapes of Wrath,en,7.8,Drama,,211.0
tt0070511,Papillon,en,7.8,"Crime,Drama",,445.0
tt1772925,Jiro Dreams of Sushi,en,7.8,Documentary,,239.0
tt1205489,Gran Torino,en,7.8,Drama,,3181.0
tt0057115,The Great Escape,en,7.8,"Adventure,Drama,History,Thriller,War",,731.0
tt0092005,Stand by Me,en,7.8,"Crime,Drama",,1568.0
tt2980516,The Theory of Everything,en,7.8,"Drama,Romance",,3403.0
tt3268458,The Internet's Own Boy: The Story of Aaron Swartz,en,7.8,"Crime,Documentary",,180.0
tt0074958,Network,en,7.8,Drama,,391.0
tt0079522,Manhattan,en,7.8,"Comedy,Drama,Romance",,600.0
tt0117951,Trainspotting,en,7.8,"Drama,Crime",Trainspotting ,2737.0
tt0075686,Annie Hall,en,7.8,"Comedy,Drama,Romance",,1044.0
tt3671542,Holding the Man,en,7.8,Drama,,111.0
tt0414387,Pride & Prejudice,en,7.8,"Drama,Romance",,1406.0
tt0910970,WALL·E,en,7.8,"Animation,Family",,6439.0
tt0086879,Amadeus,en,7.8,"Drama,History,Music",,1107.0
tt0070510,Paper Moon,en,7.8,"Comedy,Crime,Drama",,154.0
tt2714900,Finding Vivian Maier,en,7.8,Documentary,,112.0
tt1049413,Up,en,7.8,"Animation,Comedy,Family,Adventure",,7048.0
tt5462602,The Big Sick,en,7.7,"Comedy,Drama,Romance",,249.0
tt0032904,The Philadelphia Story,en,7.7,"Comedy,Romance",,196.0
tt1924396,The Best Offer,en,7.7,"Drama,Romance,Crime,Mystery",,719.0
tt0166924,Mulholland Drive,en,7.7,"Thriller,Drama,Mystery",,1517.0
tt0032976,Rebecca,en,7.7,"Drama,Mystery",,346.0
tt4481414,Gifted,en,7.7,Drama,,549.0
tt0088939,The Color Purple,en,7.7,Drama,,345.0
tt2582496,Me and Earl and the Dying Girl,en,7.7,"Comedy,Drama",,962.0
tt0035446,To Be or Not to Be,en,7.7,"Comedy,War",,119.0
tt0434409,V for Vendetta,en,7.7,"Action,Thriller,Fantasy",,4562.0
tt5168192,"I, Daniel Blake",en,7.7,Drama,,264.0
tt0024216,King Kong,en,7.7,"Action,Adventure,Drama,Horror",King Kong (1933 series),346.0
tt0087884,"Paris, Texas",en,7.7,Drama,,282.0
tt0454921,The Pursuit of Happyness,en,7.7,Drama,,2607.0
tt0072684,Barry Lyndon,en,7.7,"Drama,Romance,War",,521.0
tt0246578,Donnie Darko,en,7.7,"Fantasy,Drama,Mystery",Darko ,3574.0
tt0031381,Gone with the Wind,en,7.7,"Drama,Romance,War",,995.0
tt4284010,"What Happened, Miss Simone?",en,7.7,"Documentary,Music",,111.0
tt4257858,Going Clear: Scientology and the Prison of Belief,en,7.7,Documentary,,306.0
tt3967856,Okja,en,7.7,"Adventure,Drama,Fantasy,Science Fiction",,795.0
tt0056923,Charade,en,7.7,"Comedy,Mystery,Romance,Thriller",,351.0
tt0025316,It Happened One Night,en,7.7,"Comedy,Romance",,283.0
tt0049406,The Killing,en,7.7,"Drama,Action,Thriller,Crime",,290.0
tt2382298,Life Itself,en,7.7,Documentary,,160.0
tt0105695,Unforgiven,en,7.7,Western,,1133.0
tt0167404,The Sixth Sense,en,7.7,"Mystery,Thriller,Drama",,3223.0
tt0090756,Blue Velvet,en,7.7,"Crime,Drama,Mystery,Thriller",,758.0
tt0082971,Raiders of the Lost Ark,en,7.7,"Adventure,Action",Indiana Jones ,3949.0
tt0090605,Aliens,en,7.7,"Horror,Action,Thriller,Science Fiction",Alien ,3282.0
tt0061512,Cool Hand Luke,en,7.7,"Crime,Drama",,390.0
tt0168629,Dancer in the Dark,en,7.7,"Drama,Crime,Music",Heart of Gold ,392.0
tt3169706,Pride,en,7.7,"Drama,Comedy",,457.0
tt0049730,The Searchers,en,7.7,Western,,332.0
tt0266697,Kill Bill: Vol. 1,en,7.7,"Action,Crime",Kill Bill ,5091.0
tt0081398,Raging Bull,en,7.7,Drama,,968.0
tt0268978,A Beautiful Mind,en,7.7,"Drama,Romance",,3087.0
tt0106469,Bound by Honor,en,7.7,"Action,Crime,Drama,Thriller",,116.0
tt0067185,Harold and Maude,en,7.7,"Comedy,Drama,Romance",,266.0
tt0050212,The Bridge on the River Kwai,en,7.7,"Drama,History,War",,554.0
tt0052561,Anatomy of a Murder,en,7.7,"Crime,Drama,Mystery,Thriller",,207.0
tt4302938,Kubo and the Two Strings,en,7.7,"Animation,Adventure,Family",,982.0
tt0039192,Black Narcissus,en,7.7,Drama,,106.0
tt0056218,The Manchurian Candidate,en,7.7,"Mystery,Thriller",,188.0
tt0042546,Harvey,en,7.7,"Comedy,Drama",,159.0
tt0304141,Harry Potter and the Prisoner of Azkaban,en,7.7,"Adventure,Fantasy,Family",Harry Potter ,6037.0
tt0022913,Freaks,en,7.7,"Drama,Horror",,228.0
tt0332280,The Notebook,en,7.7,"Romance,Drama",,3163.0
tt0084503,Pink Floyd: The Wall,en,7.7,Music,,363.0
tt0078841,Being There,en,7.7,"Comedy,Drama",,243.0
tt0085809,Koyaanisqatsi,en,7.7,"Documentary,Music",Qatsi ,140.0
tt1979320,Rush,en,7.7,"Drama,Action",,2310.0
tt0405159,Million Dollar Baby,en,7.7,Drama,,2519.0
tt0085474,Eddie Murphy: Delirious,en,7.7,Comedy,,104.0
tt0079470,Life of Brian,en,7.7,Comedy,,1230.0
tt0119488,L.A. Confidential,en,7.7,"Crime,Drama,Mystery,Thriller",,1340.0
tt0166896,The Straight Story,en,7.7,Drama,,315.0
tt1638002,"Love, Rosie",en,7.7,"Comedy,Romance",,1660.0
tt0015864,The Gold Rush,en,7.7,"Adventure,Comedy,Drama",,308.0
tt0208092,Snatch,en,7.7,"Thriller,Crime",,2953.0
tt0378194,Kill Bill: Vol. 2,en,7.7,"Action,Crime,Thriller",Kill Bill ,4061.0
tt0264464,Catch Me If You Can,en,7.7,"Drama,Crime",,3917.0
tt0072431,Young Frankenstein,en,7.7,"Comedy,Science Fiction",,880.0
tt0071615,The Holy Mountain,en,7.7,Drama,,143.0
tt0114709,Toy Story,en,7.7,"Animation,Comedy,Family",Toy Story ,5415.0
tt0914798,The Boy in the Striped Pyjamas,en,7.7,"War,Drama",,1492.0
tt0756683,The Man from Earth,en,7.7,"Science Fiction,Drama",The Man from Earth ,696.0
tt0112573,Braveheart,en,7.7,"Action,Drama,History,War",,3404.0
tt2313197,"Batman: The Dark Knight Returns, Part 1",en,7.7,"Action,Animation",Batman: The Dark Knight Returns ,410.0
tt0048980,The Red Balloon,en,7.7,"Fantasy,Drama,Family",,101.0
tt0065214,The Wild Bunch,en,7.7,"Adventure,Western",,266.0
tt0116282,Fargo,en,7.7,"Crime,Drama,Thriller",,2080.0
tt1028532,Hachi: A Dog's Tale,en,7.7,"Drama,Family",,1769.0
tt0106519,Carlito's Way,en,7.7,"Action,Crime,Drama,Thriller",,805.0
tt0460791,The Fall,en,7.7,"Adventure,Fantasy,Drama",,430.0
tt1291584,Warrior,en,7.7,"Action,Drama",,1297.0
tt2948356,Zootopia,en,7.7,"Animation,Adventure,Family,Comedy",,4961.0
tt1659337,The Perks of Being a Wallflower,en,7.7,"Drama,Romance",,3056.0
tt0103064,Terminator 2: Judgment Day,en,7.7,"Action,Thriller,Science Fiction",The Terminator ,4274.0
tt0109440,Fear City: A Family-Style Comedy,en,7.7,Comedy,,193.0
tt1645089,Inside Job,en,7.7,Documentary,,287.0
tt0113277,Heat,en,7.7,"Action,Crime,Drama,Thriller",,1886.0
tt0477348,No Country for Old Men,en,7.7,"Crime,Drama,Thriller",,3083.0
tt1398426,Straight Outta Compton,en,7.7,"Drama,Music",,1381.0
tt0112471,Before Sunrise,en,7.7,"Drama,Romance",Before... ,984.0
tt1843866,Captain America: The Winter Soldier,en,7.6,"Action,Adventure,Science Fiction",Captain America ,5881.0
tt0085794,The King of Comedy,en,7.6,"Comedy,Drama",,306.0
tt2674426,Me Before You,en,7.6,"Drama,Romance",,2674.0
tt0088846,Brazil,en,7.6,"Comedy,Science Fiction",,877.0
tt1535109,Captain Phillips,en,7.6,"Action,Drama,Thriller",,2495.0
tt3472226,Kung Fury,en,7.6,"Action,Comedy,Science Fiction,Fantasy",,762.0
tt0061722,The Graduate,en,7.6,Drama,,855.0
tt0052311,Touch of Evil,en,7.6,"Drama,Thriller,Crime",,292.0
tt1620446,Day & Night,en,7.6,"Animation,Family",,272.0
tt0107818,Philadelphia,en,7.6,Drama,,1019.0
tt0085936,Mickey's Christmas Carol,en,7.6,"Family,Animation",,167.0
tt0077405,Days of Heaven,en,7.6,"Drama,Romance",,236.0
tt1569923,Batman: Under the Red Hood,en,7.6,"Action,Animation",,459.0
tt0037558,Brief Encounter,en,7.6,"Drama,Romance",,123.0
tt0381681,Before Sunset,en,7.6,"Drama,Romance",Before... ,734.0
tt2802144,Kingsman: The Secret Service,en,7.6,"Crime,Comedy,Action,Adventure",Kingsman ,6069.0
tt0038559,Gilda,en,7.6,"Drama,Romance,Thriller",,113.0
tt0048545,Rebel Without a Cause,en,7.6,Drama,,351.0
tt0044081,A Streetcar Named Desire,en,7.6,Drama,,291.0
tt1182345,Moon,en,7.6,"Science Fiction,Drama",,1831.0
tt0470752,Ex Machina,en,7.6,"Drama,Science Fiction",,4862.0
tt0108598,The Wrong Trousers,en,7.6,"Animation,Comedy,Family",Wallace & Gromit ,266.0
tt0093779,The Princess Bride,en,7.6,"Adventure,Family,Fantasy,Comedy,Romance",,1518.0
tt0094226,The Untouchables,en,7.6,"Crime,Drama,History,Thriller",,1424.0
tt1010048,Slumdog Millionaire,en,7.6,"Drama,Romance",,2918.0
tt0107207,In the Name of the Father,en,7.6,Drama,,363.0
tt0061418,Bonnie and Clyde,en,7.6,"Crime,Drama",,384.0
tt1631867,Edge of Tomorrow,en,7.6,"Action,Science Fiction",,4979.0
tt0044079,Strangers on a Train,en,7.6,"Crime,Drama,Thriller",,379.0
tt0107290,Jurassic Park,en,7.6,"Adventure,Science Fiction",Jurassic Park ,4956.0
tt1345836,The Dark Knight Rises,en,7.6,"Action,Crime,Drama,Thriller",The Dark Knight ,9263.0
tt0266543,Finding Nemo,en,7.6,"Animation,Family",Finding Nemo ,6292.0
tt0040506,Key Largo,en,7.6,"Crime,Drama,Thriller",,124.0
tt0073341,The Man Who Would Be King,en,7.6,"Adventure,Drama",,148.0
tt3659388,The Martian,en,7.6,"Drama,Adventure,Science Fiction",,7442.0
tt1170358,The Hobbit: The Desolation of Smaug,en,7.6,"Adventure,Fantasy",The Hobbit ,4633.0
tt0327056,Mystic River,en,7.6,"Thriller,Crime,Drama,Mystery",,1473.0
tt0054997,The Hustler,en,7.6,Drama,The Hustler ,243.0
tt0061735,Guess Who's Coming to Dinner,en,7.6,"Comedy,Drama,Romance",,174.0
tt0091167,Hannah and Her Sisters,en,7.6,"Comedy,Drama",,224.0
tt0031971,Stagecoach,en,7.6,"Adventure,Western",,216.0
tt0055031,Judgment at Nuremberg,en,7.6,"Drama,History",,161.0
tt0072890,Dog Day Afternoon,en,7.6,"Crime,Drama,Thriller",,685.0
tt0026778,A Night at the Opera,en,7.6,Comedy,,109.0
tt0072251,The Taking of Pelham One Two Three,en,7.6,"Action,Adventure,Crime,Thriller",,109.0
tt0039689,Out of the Past,en,7.6,"Drama,Mystery,Thriller",,111.0
tt0379557,Touching the Void,en,7.6,"Documentary,Action,Adventure",,139.0
tt0097216,Do the Right Thing,en,7.6,Drama,,301.0
tt0037382,To Have and Have Not,en,7.6,"War,Action,Adventure,Drama,Romance,Thriller",,112.0
tt0074119,All the President's Men,en,7.6,"Drama,History,Mystery,Thriller",,424.0
tt0110729,Once Were Warriors,en,7.6,Drama,Once were Warriors ,106.0
tt0099077,Awakenings,en,7.6,Drama,,568.0
tt0067328,The Last Picture Show,en,7.6,Drama,The Last Picture Show ,133.0
tt0023969,Duck Soup,en,7.6,Comedy,,170.0
tt3460252,The Hateful Eight,en,7.6,"Crime,Drama,Mystery,Western",,4405.0
tt1754656,The Little Prince,en,7.6,"Adventure,Animation,Fantasy",,771.0
tt0100157,Misery,en,7.6,"Drama,Thriller",,1085.0
tt0101921,Fried Green Tomatoes,en,7.6,"Drama,Comedy",,298.0
tt2872718,Nightcrawler,en,7.6,"Crime,Drama,Thriller",,3475.0
tt0041546,Kind Hearts and Coronets,en,7.6,"Comedy,Drama",,109.0
tt0172493,"Girl, Interrupted",en,7.6,Drama,,747.0
tt3896198,Guardians of the Galaxy Vol. 2,en,7.6,"Action,Adventure,Comedy,Science Fiction",Guardians of the Galaxy ,4858.0
tt0046359,Stalag 17,en,7.6,"Comedy,Drama,War",,143.0
tt0044706,High Noon,en,7.6,Western,,343.0
tt0038355,The Big Sleep,en,7.6,"Crime,Drama,Mystery,Thriller",,244.0
tt0077928,Midnight Express,en,7.6,"Drama,Crime",,309.0
tt0088258,This Is Spinal Tap,en,7.6,"Comedy,Music",,413.0
tt1504320,The King's Speech,en,7.6,"Drama,History",,2817.0
tt0097576,Indiana Jones and the Last Crusade,en,7.6,"Adventure,Action",Indiana Jones ,3221.0
tt0435761,Toy Story 3,en,7.6,"Animation,Family,Comedy",Toy Story ,4710.0
tt0319061,Big Fish,en,7.6,"Adventure,Fantasy,Drama",,2064.0
tt0243017,Waking Life,en,7.6,"Animation,Drama",,250.0
tt0945571,Lifted,en,7.6,Animation,,232.0
tt0099348,Dances with Wolves,en,7.6,"Adventure,Drama,Western",,1084.0
tt0095953,Rain Man,en,7.6,Drama,,1762.0
tt0051459,Cat on a Hot Tin Roof,en,7.6,"Drama,Romance",,168.0
tt0054698,Breakfast at Tiffany's,en,7.6,"Comedy,Drama,Romance",,1082.0
tt0129167,The Iron Giant,en,7.6,"Adventure,Animation,Family,Fantasy,Science Fiction",,1470.0
tt1646971,How to Train Your Dragon 2,en,7.6,"Fantasy,Action,Adventure,Animation,Comedy,Family",How to Train Your Dragon ,3163.0
tt1587707,Exit Through the Gift Shop,en,7.6,Documentary,,314.0
tt2582846,The Fault in Our Stars,en,7.6,"Romance,Drama",,3868.0
tt0463998,Freedom Writers,en,7.6,"Crime,Drama",,368.0
tt3315342,Logan,en,7.6,"Action,Drama,Science Fiction",The Wolverine ,6310.0
tt0037008,Laura,en,7.6,"Drama,Mystery",,173.0
tt0029843,The Adventures of Robin Hood,en,7.6,"Action,Adventure,Romance",,170.0
tt0054167,Peeping Tom,en,7.6,"Horror,Thriller",,148.0
tt1365050,Beasts of No Nation,en,7.6,"Drama,War",,476.0
tt1748122,Moonrise Kingdom,en,7.6,"Comedy,Drama,Romance",,1701.0
tt0053221,Rio Bravo,en,7.6,Western,,265.0
tt0107688,The Nightmare Before Christmas,en,7.6,"Fantasy,Animation,Family",,2135.0
